,QUANTITYORDERED,PRICEEACH,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
1229,46.0,100.0,222.0,1843,3,8,2004,429,105.0,14,18,18,18,18,18.0,50,18,40,1384
1249,27.0,100.0,222.0,1843,4,11,2003,684,143.0,21,13,13,13,13,13.0,708,28,20,1384
641,24.0,100.0,222.0,1843,3,8,2004,684,142.0,21,20,20,20,20,20.0,20,20,61,1384
1356,44.0,58.36,222.0,1843,3,7,2004,429,50.0,20,27,27,27,27,27.0,124,27,27,1282
1639,24.0,100.0,222.0,1843,1,3,2005,429,44.0,17,32,32,32,32,32.0,124,32,32,1384
2120,52.0,81.14,222.0,31,2,4,2005,209,72.0,19,16,16,16,16,27.0,708,61,16,1384
1422,20.0,62.47,222.0,1843,4,12,2003,684,73.0,16,33,33,33,103,103.0,708,71,33,1282
1030,48.0,100.0,222.0,1843,4,12,2003,684,169.0,33,188,188,188,224,188.0,251,188,188,157
2649,25.0,96.11,222.0,1843,2,4,2004,209,118.0,20,18,18,18,18,18.0,50,18,40,1282
1292,24.0,70.22,222.0,1843,3,8,2003,429,87.0,18,132,132,132,132,151.0,708,147,179,1282
904,42.0,100.0,222.0,1843,1,1,2005,429,101.0,21,15,35,15,31,31.0,708,147,15,1384
1346,30.0,42.76,222.0,1843,3,9,2003,429,50.0,20,29,29,29,58,29.0,58,29,29,1282
396,29.0,97.89,222.0,1843,3,7,2003,684,115.0,14,132,132,132,132,151.0,708,147,179,1282
1166,34.0,100.0,222.0,1843,2,5,2003,684,141.0,19,6,6,6,46,46.0,220,6,6,1384
2643,27.0,99.67,222.0,1843,2,6,2003,209,118.0,20,188,188,188,224,188.0,251,188,188,1282
856,26.0,100.0,222.0,1843,1,3,2003,684,132.0,19,18,18,18,33,33.0,708,50,18,1384
1302,20.0,89.53,222.0,1843,2,6,2004,429,87.0,18,17,17,17,17,17.0,50,17,17,1282
2374,27.0,100.0,222.0,1843,1,3,2005,429,43.0,21,16,16,16,48,48.0,708,16,16,1384
1434,21.0,60.37,222.0,26,1,1,2005,684,73.0,16,17,17,17,17,17.0,708,71,79,1282
2380,46.0,100.0,222.0,1843,2,6,2003,221,115.0,19,33,33,33,103,103.0,708,71,33,1384
1833,27.0,100.0,222.0,1843,3,7,2004,429,88.0,19,16,16,16,16,16.0,22,16,16,1282
1269,36.0,85.59,222.0,1843,2,5,2003,429,92.0,16,18,18,18,18,18.0,708,37,59,1384
622,31.0,67.76,222.0,1843,1,2,2005,684,77.0,19,21,21,21,21,21.0,60,21,21,1282
2782,21.0,57.11,222.0,39,2,6,2004,209,49.0,15,188,188,188,224,188.0,251,188,188,1282
1320,45.0,100.0,222.0,26,4,10,2003,221,121.0,23,9,9,9,9,9.0,38,9,24,1384
2569,26.0,99.72,222.0,1843,1,1,2004,209,99.0,19,14,14,14,14,14.0,42,14,14,1282
1195,38.0,68.39,222.0,1843,4,11,2003,229,62.0,14,32,32,32,32,32.0,124,32,32,1282
857,46.0,100.0,222.0,1843,2,5,2003,684,132.0,19,6,6,6,46,46.0,220,6,6,1384
2096,33.0,100.0,222.0,1843,1,2,2005,429,97.0,23,132,132,132,132,151.0,708,147,179,1384
1418,37.0,72.76,222.0,1843,4,10,2003,684,73.0,16,21,21,21,21,21.0,46,21,21,1282
672,47.0,100.0,222.0,1843,4,11,2004,684,163.0,14,22,22,22,103,103.0,708,66,61,157
2282,29.0,74.98,222.0,1843,4,11,2003,221,64.0,17,17,17,17,25,17.0,106,61,17,1282
1369,44.0,100.0,222.0,1843,1,3,2003,684,148.0,16,18,18,18,18,18.0,18,18,18,1384
1150,27.0,100.0,222.0,1843,1,2,2004,684,146.0,19,20,20,20,20,20.0,20,20,61,1384
2752,43.0,74.03,222.0,1843,1,2,2004,209,74.0,16,16,16,16,16,16.0,708,27,179,1384
2194,44.0,94.9,222.0,1843,1,3,2005,229,99.0,12,29,29,29,58,29.0,58,29,29,1384
2181,41.0,100.0,222.0,1843,2,4,2004,229,99.0,12,18,18,18,18,18.0,50,18,40,1384
627,31.0,100.0,222.0,1843,2,5,2003,684,142.0,21,17,17,17,17,17.0,220,17,17,1384
348,20.0,81.4,222.0,1843,4,11,2003,684,79.0,20,20,20,20,20,20.0,60,20,20,1282
1606,21.0,100.0,222.0,1843,3,9,2004,156,122.0,19,10,10,10,10,10.0,69,10,10,1282
1237,22.0,57.55,222.0,26,1,3,2005,429,105.0,14,188,188,188,224,188.0,251,188,188,1282
546,44.0,100.0,222.0,1843,4,11,2004,684,124.0,15,18,18,18,33,33.0,708,50,18,1384
1525,34.0,97.38,222.0,39,2,6,2004,209,109.0,14,188,188,188,224,188.0,251,188,188,1384
1260,36.0,100.0,222.0,1843,4,11,2004,684,143.0,21,12,12,12,103,103.0,708,50,35,1384
254,43.0,100.0,222.0,1843,3,8,2004,229,150.0,16,11,11,11,31,31.0,708,11,11,1384
1464,21.0,52.6,222.0,1843,2,5,2005,684,57.0,24,188,188,188,224,188.0,251,188,188,1282
1342,41.0,47.29,222.0,1843,1,1,2003,429,50.0,20,21,21,21,21,21.0,60,21,21,1282
468,40.0,100.0,222.0,1843,4,11,2004,684,141.0,19,41,41,41,41,41.0,124,41,41,1384
2225,24.0,45.99,222.0,1843,3,8,2003,221,54.0,23,16,16,16,16,16.0,60,16,16,1282
2780,31.0,45.69,222.0,1843,1,2,2004,209,49.0,15,16,16,16,16,16.0,708,27,179,1282
113,26.0,100.0,222.0,1843,4,11,2003,684,136.0,22,8,8,8,25,8.0,106,8,8,1384
2237,31.0,55.19,222.0,1843,3,8,2004,221,54.0,23,24,24,24,24,24.0,708,55,31,1282
2139,43.0,85.69,222.0,1843,4,11,2004,684,80.0,17,5,5,5,103,103.0,708,5,5,1384
399,41.0,100.0,222.0,1843,4,11,2003,684,115.0,14,9,9,9,9,9.0,38,9,24,1384
1988,26.0,100.0,222.0,1843,4,11,2004,684,140.0,23,16,16,16,48,48.0,708,16,16,1384
648,34.0,100.0,222.0,1843,1,1,2005,684,142.0,21,6,6,6,6,6.0,22,6,6,1384
1463,31.0,50.29,222.0,1843,1,3,2005,684,57.0,24,188,188,188,224,188.0,251,188,188,1282
237,39.0,63.2,222.0,1843,1,3,2005,221,136.0,16,32,32,32,32,32.0,124,32,32,1282
620,55.0,65.45,222.0,1843,4,11,2004,684,77.0,19,41,41,41,41,41.0,124,41,41,1384
639,49.0,100.0,222.0,1843,3,7,2004,684,142.0,21,30,30,30,30,30.0,69,30,30,1384
1643,27.0,100.0,222.0,1843,2,5,2003,221,127.0,17,27,27,27,224,36.0,251,27,27,1384
1936,46.0,92.09,222.0,1843,4,10,2004,684,107.0,17,188,188,188,224,188.0,251,188,188,1384
1523,23.0,96.29,222.0,1843,2,4,2004,209,109.0,14,18,18,18,18,18.0,50,18,40,1282
1203,33.0,50.36,222.0,1843,3,8,2004,229,62.0,14,11,11,11,31,31.0,708,11,11,1282
289,37.0,100.0,222.0,1843,1,2,2005,684,151.0,21,132,132,132,132,151.0,708,147,179,1384
850,21.0,100.0,222.0,1843,4,11,2004,429,168.0,19,41,41,41,41,41.0,124,41,41,1384
1438,35.0,55.49,222.0,1843,1,1,2003,684,57.0,24,188,188,188,224,188.0,251,188,188,1282
1547,32.0,37.17,222.0,1843,4,12,2003,429,33.0,18,188,188,188,224,188.0,251,188,188,1282
1835,46.0,84.97,222.0,1843,3,9,2004,429,88.0,19,14,14,14,26,26.0,708,14,40,1384
2000,28.0,66.19,222.0,1843,3,8,2003,209,68.0,19,32,32,32,48,48.0,708,32,32,1282
2332,34.0,100.0,222.0,1843,4,11,2003,229,102.0,16,32,32,32,32,32.0,124,32,32,1384
1098,33.0,86.04,222.0,1843,4,12,2003,684,80.0,15,188,188,188,224,188.0,251,188,188,1282
922,32.0,63.08,222.0,1843,3,7,2004,429,62.0,20,29,29,29,29,29.0,38,29,29,1282
1751,22.0,69.2,222.0,1843,4,11,2003,209,68.0,15,8,8,8,25,8.0,106,8,8,1282
268,46.0,100.0,222.0,1843,2,6,2003,684,151.0,21,33,33,33,103,103.0,708,71,33,157
1053,30.0,100.0,222.0,1843,4,11,2004,684,169.0,33,41,41,41,41,41.0,124,41,41,1384
2618,20.0,100.0,222.0,1843,3,9,2003,684,101.0,21,29,29,29,58,29.0,58,29,29,1282
1312,28.0,58.58,222.0,1843,1,2,2005,429,87.0,18,188,188,188,224,188.0,251,188,188,1282
493,43.0,86.3,222.0,1843,4,11,2004,429,102.0,18,19,19,19,19,19.0,708,71,179,1384
1081,40.0,91.76,222.0,1843,4,10,2004,48,100.0,15,39,39,39,39,39.0,106,39,39,1384
125,25.0,48.05,222.0,1843,4,11,2004,684,136.0,22,12,12,12,103,103.0,708,50,35,1282
2482,37.0,71.34,222.0,31,2,5,2005,156,66.0,20,14,14,14,26,26.0,708,14,40,1282
313,35.0,100.0,222.0,1843,1,2,2005,684,117.0,17,2,2,2,16,2.0,708,71,20,1384
1248,39.0,100.0,222.0,1843,4,11,2003,684,143.0,21,32,32,32,48,48.0,708,32,32,1384
2285,36.0,58.82,222.0,1843,4,12,2003,221,64.0,17,15,15,15,15,15.0,50,15,15,1282
1881,47.0,62.45,222.0,1843,3,7,2004,684,61.0,17,30,30,30,30,30.0,69,30,30,1282
1769,21.0,67.82,222.0,8,2,5,2005,209,68.0,15,15,15,15,15,15.0,124,15,15,1282
965,26.0,100.0,222.0,1843,3,9,2003,429,104.0,17,29,29,29,58,29.0,58,29,29,1282
2538,32.0,91.43,222.0,1843,4,10,2003,156,90.0,19,21,21,21,21,21.0,60,21,21,1282
1738,36.0,82.94,222.0,1843,4,12,2004,684,35.0,22,188,188,188,224,188.0,251,188,188,1282
2548,20.0,94.14,222.0,1843,3,8,2004,156,90.0,19,18,18,18,18,18.0,50,18,40,1282
1814,36.0,100.0,222.0,26,1,1,2005,684,37.0,21,17,17,17,17,17.0,708,71,79,1384
2411,38.0,66.78,222.0,1843,4,10,2003,48,58.0,15,29,29,29,58,29.0,58,29,29,1282
1661,42.0,100.0,222.0,31,4,11,2004,221,127.0,17,13,13,13,13,13.0,36,13,13,1384
2369,34.0,51.93,222.0,1843,4,11,2004,429,43.0,21,29,29,29,29,29.0,69,29,29,1282
2245,20.0,66.47,222.0,1843,1,1,2005,221,54.0,23,132,132,132,132,151.0,708,147,179,1282
1776,23.0,100.0,222.0,1843,4,11,2003,684,117.0,16,19,19,19,19,19.0,708,71,179,1384
1285,43.0,62.72,222.0,26,1,1,2005,429,92.0,16,17,17,17,17,17.0,708,71,79,1282
334,24.0,100.0,222.0,1843,4,11,2004,684,173.0,18,21,21,21,21,21.0,60,21,21,1282
2700,37.0,100.0,222.0,1843,1,1,2004,156,100.0,16,31,31,31,31,31.0,220,31,31,1384
767,25.0,69.28,222.0,1843,3,7,2004,221,60.0,22,132,132,132,132,151.0,708,147,179,1282
2517,50.0,94.4,222.0,1843,4,11,2003,156,86.0,15,13,13,13,13,13.0,708,28,20,1384
1912,20.0,72.98,222.0,1843,4,11,2004,429,65.0,18,29,29,29,29,29.0,69,29,29,1282
70,39.0,96.34,222.0,1843,3,9,2004,229,118.0,18,6,6,6,46,46.0,220,6,6,1384
2165,20.0,98.18,222.0,1843,4,11,2004,221,96.0,21,22,22,22,103,103.0,708,66,61,1282
632,21.0,100.0,222.0,1843,4,11,2003,684,142.0,21,20,20,20,20,20.0,60,20,20,1384
644,25.0,100.0,222.0,1843,4,11,2004,684,142.0,21,16,16,16,48,48.0,708,16,16,1384
560,42.0,100.0,222.0,1843,4,11,2003,209,157.0,15,18,18,18,18,18.0,18,18,18,157
2236,35.0,47.62,222.0,1843,3,7,2004,221,54.0,23,132,132,132,132,151.0,708,147,179,1282
391,32.0,66.58,222.0,1843,1,2,2005,221,118.0,20,132,132,132,132,151.0,708,147,179,1282
776,22.0,96.86,222.0,1843,1,1,2005,221,60.0,22,32,32,32,32,32.0,124,32,32,1282
1511,27.0,36.21,222.0,1843,4,11,2004,684,50.0,18,31,31,31,31,31.0,220,31,31,1282
2127,24.0,94.58,222.0,1843,4,11,2003,684,80.0,17,32,32,32,32,32.0,124,32,32,1282
2044,15.0,36.93,222.0,1843,2,4,2005,429,41.0,12,28,28,28,28,28.0,42,28,28,1282
635,41.0,100.0,222.0,1843,1,1,2004,684,142.0,21,188,188,188,224,188.0,251,188,188,1384
2430,45.0,100.0,222.0,1843,1,3,2005,48,58.0,15,14,14,14,47,14.0,220,14,27,157
1857,33.0,71.06,222.0,1843,3,8,2004,684,85.0,15,188,188,188,224,188.0,251,188,188,1282
1562,61.0,29.54,222.0,1843,2,4,2005,429,33.0,18,29,29,29,58,29.0,58,29,29,1282
1669,32.0,76.88,222.0,1843,2,5,2003,229,69.0,17,31,31,31,31,31.0,220,31,31,1282
573,28.0,57.55,222.0,1843,1,1,2005,209,157.0,15,23,23,23,23,23.0,60,23,23,1282
1655,43.0,100.0,222.0,1843,3,7,2004,221,127.0,17,132,132,132,132,151.0,708,147,179,1384
643,24.0,100.0,222.0,1843,4,10,2004,684,142.0,21,15,15,15,15,15.0,36,15,15,1384
1874,23.0,65.52,222.0,1843,4,11,2003,684,61.0,17,20,20,20,20,20.0,60,20,20,1282
652,34.0,100.0,222.0,1843,2,5,2005,684,142.0,21,29,29,29,29,29.0,38,29,29,1384
1151,49.0,100.0,222.0,1843,2,4,2004,684,146.0,19,25,25,25,25,25.0,46,25,25,1384
2674,32.0,92.0,222.0,1843,2,4,2004,209,80.0,21,18,18,18,18,18.0,50,18,40,1282
2805,42.0,50.23,222.0,1843,4,11,2003,156,54.0,16,15,15,15,15,15.0,251,15,15,1282
2091,33.0,100.0,222.0,1843,4,11,2004,429,97.0,23,22,22,22,103,103.0,708,66,61,1384
314,25.0,72.38,222.0,1843,1,3,2005,684,117.0,17,23,23,23,23,23.0,36,23,35,1282
2149,26.0,100.0,222.0,1843,3,7,2003,221,96.0,21,26,26,26,26,67.0,708,26,40,1282
37,29.0,100.0,222.0,1843,1,3,2004,684,214.0,16,7,7,7,27,27.0,708,7,31,1384
1696,20.0,100.0,222.0,1843,4,10,2003,684,90.0,15,21,21,21,21,21.0,46,21,21,1282
1657,48.0,100.0,222.0,1843,3,9,2004,221,127.0,17,23,23,23,23,23.0,36,23,35,1384
2257,48.0,50.95,222.0,1843,4,11,2003,48,62.0,18,12,12,12,12,12.0,251,12,12,1282
1031,25.0,100.0,222.0,1843,4,12,2003,684,169.0,33,12,12,12,26,26.0,708,12,179,1384
430,46.0,100.0,222.0,1843,1,1,2004,221,116.0,24,11,11,11,11,27.0,708,27,27,1384
226,28.0,100.0,222.0,1843,3,7,2004,221,136.0,16,27,27,27,27,27.0,124,27,27,1384
1638,27.0,68.35,222.0,1843,1,2,2005,429,44.0,17,188,188,188,224,188.0,251,188,188,1282
861,39.0,100.0,222.0,1843,4,11,2003,684,132.0,19,19,19,19,19,151.0,708,37,79,1384
520,27.0,89.89,222.0,1843,4,11,2004,429,53.0,19,39,39,39,39,39.0,106,39,39,1282
280,27.0,100.0,222.0,1843,3,8,2004,684,151.0,21,132,132,132,132,151.0,708,147,179,1384
1211,32.0,89.12,222.0,1843,1,1,2005,229,62.0,14,16,16,16,16,16.0,60,16,16,1282
1566,43.0,83.03,222.0,1843,3,7,2003,229,76.0,22,14,14,14,47,14.0,220,14,27,1384
2464,21.0,54.0,222.0,1843,4,11,2003,156,66.0,20,32,32,32,48,48.0,708,32,32,1282
2659,48.0,68.8,222.0,1843,4,12,2004,209,118.0,20,14,14,14,16,14.0,708,14,14,1384
988,22.0,100.0,222.0,1843,1,2,2003,429,136.0,19,25,25,25,25,25.0,46,25,25,1384
2291,36.0,77.57,222.0,1843,3,8,2004,221,64.0,17,24,24,24,24,24.0,708,55,31,1282
1505,35.0,45.28,222.0,1843,3,8,2004,684,50.0,18,18,18,18,18,18.0,708,37,59,1282
839,40.0,100.0,222.0,1843,4,12,2003,429,168.0,19,188,188,188,224,188.0,251,188,188,157
2763,22.0,75.51,222.0,1843,4,12,2004,209,74.0,16,5,5,5,31,31.0,708,18,20,1282
1337,28.0,100.0,222.0,1843,4,12,2004,221,121.0,23,132,132,132,132,151.0,708,147,179,1384
545,44.0,100.0,222.0,1843,4,11,2004,684,124.0,15,16,16,16,48,48.0,708,16,16,1384
650,34.0,43.05,222.0,1843,1,3,2005,684,142.0,21,132,132,132,132,151.0,708,147,179,1282
1376,32.0,100.0,222.0,1843,4,11,2003,684,148.0,16,15,15,15,15,15.0,36,15,15,1384
786,50.0,76.88,222.0,1843,1,1,2004,209,84.0,15,14,14,14,14,14.0,42,14,14,1384
2093,39.0,50.31,222.0,1843,4,11,2004,429,97.0,23,27,27,27,224,36.0,251,27,27,1282
1262,25.0,100.0,222.0,1843,4,12,2004,684,143.0,21,188,188,188,224,188.0,251,188,188,1282
2154,37.0,97.27,222.0,1843,4,11,2003,221,96.0,21,31,31,31,31,31.0,220,31,31,1384
2215,28.0,100.0,222.0,1843,4,11,2004,229,40.0,13,18,18,18,33,33.0,708,50,18,1384
2501,30.0,88.6,222.0,1843,4,11,2004,209,91.0,21,15,15,15,15,15.0,251,15,15,1282
2810,29.0,50.78,222.0,1843,2,6,2004,156,54.0,16,17,17,17,17,17.0,50,17,17,1282
2172,41.0,86.68,222.0,29,2,5,2005,221,96.0,21,40,40,40,46,46.0,220,40,40,1384
503,42.0,54.99,222.0,1843,2,5,2003,429,53.0,19,27,27,27,224,36.0,251,27,27,1282
1327,21.0,100.0,222.0,1843,2,5,2004,221,121.0,23,13,13,13,13,13.0,708,28,20,1282
2233,23.0,54.11,222.0,1843,1,3,2004,221,54.0,23,132,132,132,132,151.0,708,147,179,1282
2484,47.0,82.21,222.0,1843,2,4,2003,209,91.0,21,41,41,41,41,41.0,124,41,41,1384
104,66.0,100.0,222.0,1843,2,4,2005,229,193.0,20,22,22,22,22,22.0,106,22,40,157
1719,21.0,42.43,222.0,1843,3,8,2003,684,35.0,22,16,16,16,16,16.0,60,16,16,1282
1916,46.0,66.0,222.0,1843,1,1,2005,429,65.0,18,23,23,23,23,23.0,60,23,23,1384
1405,26.0,60.58,222.0,1843,3,8,2004,684,71.0,13,188,188,188,224,188.0,251,188,188,1282
2663,23.0,100.0,222.0,1843,1,3,2005,209,118.0,20,31,31,31,31,31.0,220,31,31,1282
1323,32.0,100.0,222.0,1843,4,11,2003,221,121.0,23,31,31,31,31,31.0,220,31,31,1384
1630,45.0,48.38,222.0,1843,3,9,2004,429,44.0,17,20,20,20,20,20.0,60,20,20,1282
2111,44.0,83.32,222.0,1843,4,10,2004,209,72.0,19,16,16,16,16,16.0,708,66,27,1384
2223,28.0,55.73,222.0,1843,2,4,2003,221,54.0,23,15,15,15,47,15.0,220,15,15,1282
1456,44.0,53.18,222.0,1843,4,10,2004,684,57.0,24,21,21,21,21,21.0,46,21,21,1282
2469,36.0,71.34,222.0,39,2,5,2004,156,66.0,20,31,31,31,103,103.0,708,55,31,1282
752,45.0,100.0,222.0,29,2,5,2005,429,127.0,16,27,27,27,27,27.0,124,27,27,1384
937,40.0,96.34,222.0,1843,2,6,2003,156,86.0,12,5,5,5,31,31.0,708,18,20,1384
442,39.0,98.0,222.0,1843,4,12,2004,221,116.0,24,132,132,132,132,151.0,708,147,179,1384
145,28.0,100.0,222.0,1843,2,5,2004,684,147.0,22,13,13,13,13,13.0,708,28,20,1384
2161,29.0,82.83,222.0,1843,3,8,2004,221,96.0,21,24,24,24,24,24.0,708,55,31,1282
21,20.0,72.55,222.0,1843,4,12,2004,229,95.0,20,27,27,27,27,27.0,124,27,27,1282
2683,34.0,100.0,222.0,1843,4,11,2004,209,80.0,21,29,29,29,29,29.0,38,29,29,1384
2437,48.0,80.55,222.0,1843,4,11,2003,229,81.0,21,32,32,32,32,32.0,124,32,32,1384
864,27.0,100.0,222.0,1843,4,12,2003,684,132.0,19,33,33,33,103,103.0,708,71,33,1384
2229,33.0,62.77,222.0,1843,4,11,2003,221,54.0,23,12,12,12,12,12.0,251,12,12,1282
2334,42.0,85.72,222.0,1843,4,11,2003,229,102.0,16,188,188,188,224,188.0,251,188,188,1384
64,47.0,100.0,222.0,1843,1,2,2004,229,118.0,18,41,41,41,41,41.0,124,41,41,1384
930,49.0,70.58,222.0,1843,4,12,2004,429,62.0,20,132,132,132,132,151.0,708,147,179,1384
288,40.0,100.0,222.0,1843,1,1,2005,684,151.0,21,28,28,28,28,28.0,42,28,28,1384
2407,21.0,49.21,222.0,1843,2,4,2003,48,58.0,15,29,29,29,58,29.0,58,29,29,1282
891,49.0,100.0,222.0,1843,1,1,2004,429,101.0,21,11,11,11,11,27.0,708,27,27,1384
1794,20.0,35.87,222.0,1843,3,7,2003,684,37.0,21,132,132,132,132,151.0,708,147,179,1282
1910,22.0,71.67,222.0,1843,4,10,2004,429,65.0,18,15,15,15,33,33.0,708,15,15,1282
2450,20.0,100.0,222.0,1843,4,11,2004,229,81.0,21,18,18,18,33,33.0,708,50,18,1384
2429,38.0,60.06,222.0,1843,1,2,2005,48,58.0,15,188,188,188,224,188.0,251,188,188,1282
2300,48.0,100.0,222.0,1843,1,2,2005,221,64.0,17,132,132,132,132,151.0,708,147,179,1384
1008,44.0,100.0,222.0,1843,4,12,2004,429,136.0,19,188,188,188,224,188.0,251,188,188,1384
2558,36.0,100.0,222.0,1843,1,3,2005,156,90.0,19,31,31,31,31,31.0,220,31,31,1384
143,48.0,100.0,222.0,1843,1,2,2004,684,147.0,22,29,29,29,58,29.0,58,29,29,157
1791,55.0,96.3,222.0,29,2,5,2005,684,117.0,16,27,27,27,27,27.0,124,27,27,1384
1187,32.0,70.83,222.0,1843,1,2,2005,684,141.0,19,188,188,188,224,188.0,251,188,188,1282
1518,41.0,94.1,222.0,1843,2,6,2003,209,109.0,14,188,188,188,224,188.0,251,188,188,1384
557,43.0,100.0,222.0,39,4,10,2003,209,157.0,15,23,23,23,23,23.0,36,23,35,1384
2456,31.0,68.34,222.0,1843,2,4,2005,229,81.0,21,22,22,22,22,22.0,106,22,40,1282
2313,28.0,63.97,222.0,1843,3,7,2004,429,68.0,17,40,40,40,46,46.0,220,40,40,1282
527,37.0,100.0,222.0,1843,1,3,2003,684,124.0,15,39,39,39,39,39.0,106,39,39,1384
1069,29.0,88.74,222.0,1843,3,9,2003,48,100.0,15,188,188,188,224,188.0,251,188,188,1282
1582,26.0,86.83,222.0,1843,4,11,2004,229,76.0,22,24,24,24,24,24.0,708,55,31,1282
1472,48.0,100.0,222.0,1843,4,11,2003,229,112.0,21,13,13,13,13,13.0,220,13,13,1384
1900,27.0,73.64,222.0,1843,4,11,2003,429,65.0,18,12,12,12,12,12.0,220,12,12,1282
1186,46.0,100.0,222.0,26,1,1,2005,684,141.0,19,17,17,17,17,17.0,708,71,79,1384
2686,44.0,100.0,222.0,1843,1,2,2005,209,80.0,21,40,40,40,46,46.0,220,40,40,1384
2059,22.0,100.0,222.0,1843,3,7,2004,684,118.0,17,132,132,132,132,151.0,708,147,179,1384
390,49.0,35.71,222.0,1843,1,1,2005,221,118.0,20,132,132,132,132,151.0,708,147,179,1282
2377,37.0,51.93,222.0,1843,2,5,2005,429,43.0,21,30,30,30,30,30.0,69,30,30,1282
852,32.0,94.79,222.0,26,1,1,2005,429,168.0,19,17,17,17,17,17.0,708,71,79,1384
447,54.0,100.0,222.0,29,2,5,2005,221,116.0,24,188,188,188,224,188.0,251,188,188,157
1934,41.0,100.0,222.0,1843,3,9,2004,684,107.0,17,29,29,29,58,29.0,58,29,29,1384
854,26.0,78.11,222.0,1843,1,3,2005,429,168.0,19,132,132,132,132,151.0,708,147,179,1282
2494,40.0,84.03,222.0,39,2,6,2004,209,91.0,21,188,188,188,224,188.0,251,188,188,1384
1132,33.0,91.27,222.0,1843,4,11,2004,429,99.0,18,15,15,15,15,15.0,36,15,24,1384
697,40.0,56.91,222.0,1843,4,11,2004,429,60.0,15,17,17,17,17,17.0,220,17,17,1282
809,46.0,61.18,222.0,1843,4,10,2003,229,60.0,19,26,26,26,26,67.0,708,26,40,1282
1754,32.0,81.53,222.0,1843,1,2,2004,209,68.0,15,16,16,16,16,16.0,708,27,179,1282
2001,44.0,77.11,222.0,1843,4,10,2003,209,68.0,19,21,21,21,21,21.0,60,21,21,1384
136,26.0,100.0,222.0,1843,3,7,2003,684,147.0,22,26,26,26,26,67.0,708,26,40,1384
1986,50.0,100.0,222.0,1843,4,10,2003,684,140.0,23,19,19,19,19,19.0,60,19,19,157
2335,37.0,100.0,222.0,1843,1,1,2004,229,102.0,16,18,18,18,47,18.0,220,18,18,1384
1902,27.0,71.67,222.0,1843,4,11,2003,429,65.0,18,18,18,18,18,18.0,18,18,18,1282
2719,30.0,85.41,222.0,1843,2,6,2003,156,99.0,20,17,17,17,25,17.0,106,61,17,1282
915,39.0,68.08,222.0,1843,4,11,2003,429,62.0,20,15,15,15,33,33.0,708,15,15,1282
1588,59.0,87.6,222.0,1843,2,4,2005,229,76.0,22,18,18,18,47,18.0,220,18,18,1384
2544,26.0,100.0,222.0,1843,1,2,2004,156,90.0,19,16,16,16,16,16.0,708,27,179,1282
795,31.0,100.0,222.0,1843,4,11,2004,209,84.0,15,24,24,24,24,24.0,708,55,31,1384
243,49.0,100.0,222.0,1843,3,8,2003,229,150.0,16,17,17,17,17,17.0,708,71,79,157
537,38.0,100.0,222.0,1843,1,2,2004,684,124.0,15,16,16,16,16,16.0,708,27,179,1384
2803,40.0,50.23,222.0,1843,4,11,2003,156,54.0,16,9,9,9,224,36.0,251,9,9,1282
1499,47.0,53.83,222.0,1843,4,11,2003,684,50.0,18,19,19,19,19,19.0,708,71,179,1282
1570,28.0,68.55,222.0,1843,4,11,2003,229,76.0,22,13,13,13,13,13.0,220,13,13,1282
1873,34.0,50.21,222.0,1843,4,11,2003,684,61.0,17,32,32,32,32,32.0,124,32,32,1282
1037,40.0,100.0,222.0,39,2,6,2004,684,169.0,33,22,22,22,22,22.0,106,22,40,1384
32,34.0,100.0,222.0,1843,4,11,2003,684,214.0,16,9,9,9,9,9.0,124,9,9,157
131,64.0,100.0,222.0,1843,2,4,2005,684,136.0,22,28,28,28,28,67.0,708,66,59,157
1998,28.0,70.29,222.0,1843,2,4,2003,209,68.0,19,29,29,29,29,29.0,38,29,29,1282
626,38.0,100.0,222.0,1843,1,3,2003,684,142.0,21,18,18,18,33,33.0,708,50,18,1384
2657,33.0,100.0,222.0,1843,4,11,2004,209,118.0,20,29,29,29,29,29.0,69,29,29,1384
152,46.0,61.99,222.0,1843,4,11,2004,684,147.0,22,19,19,19,19,19.0,708,71,179,1282
71,34.0,100.0,222.0,1843,4,10,2004,229,118.0,18,16,16,16,16,16.0,708,66,27,1384
2378,33.0,100.0,222.0,1843,1,1,2003,221,115.0,19,188,188,188,224,188.0,251,188,188,1384
2022,64.0,60.05,222.0,31,2,4,2005,209,68.0,19,16,16,16,16,27.0,708,61,16,1384
2577,35.0,88.75,222.0,1843,4,10,2004,209,99.0,19,16,16,16,16,16.0,708,66,27,1384
1839,55.0,100.0,222.0,1843,4,11,2004,429,88.0,19,28,28,28,28,28.0,42,28,28,157
2509,29.0,70.15,222.0,1843,1,2,2003,156,86.0,15,25,25,25,25,25.0,46,25,25,1282
1932,43.0,100.0,222.0,1843,3,7,2004,684,107.0,17,33,33,33,103,103.0,708,71,33,1384
1563,45.0,26.88,222.0,29,2,5,2005,429,33.0,18,27,27,27,27,27.0,124,27,27,1282
436,41.0,100.0,222.0,1843,3,9,2004,221,116.0,24,23,23,23,23,23.0,36,23,35,1384
